timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1497032426662,333,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,4282,189,10,10,333,0,0
1497032426816,316,HTTP Request,200,,TenThreadClusterInstance 1-7,text,true,,5421,163,10,10,315,0,0
1497032426824,335,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,4058,231,10,10,334,0,76
1497032426911,291,HTTP Request,200,,TenThreadClusterInstance 1-4,text,true,,3906,195,10,10,290,0,0
1497032426765,450,HTTP Request,200,,TenThreadClusterInstance 1-10,text,true,,5109,169,10,10,447,0,71
1497032426828,395,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,3911,191,10,10,395,0,0
1497032426868,360,HTTP Request,200,,TenThreadClusterInstance 1-8,text,true,,15746,161,10,10,287,0,0
1497032426935,337,HTTP Request,200,,TenThreadClusterInstance 1-6,text,true,,5396,169,10,10,336,0,0
1497032426995,297,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,4743,213,10,10,295,0,0
1497032426947,356,HTTP Request,200,,TenThreadClusterInstance 1-3,text,true,,5676,175,10,10,355,0,0
1497032426973,452,HTTP Request,200,,TenThreadClusterInstance 1-9,text,true,,3766,169,10,10,452,0,72
1497032427215,287,HTTP Request,200,,TenThreadClusterInstance 1-10,text,true,,4245,193,10,10,287,0,0
1497032427202,344,HTTP Request,200,,TenThreadClusterInstance 1-4,text,true,,5223,237,10,10,344,0,0
1497032427272,286,HTTP Request,200,,TenThreadClusterInstance 1-6,text,true,,6135,177,10,10,286,0,0
1497032427224,369,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,3737,161,10,10,369,0,0
1497032427228,378,HTTP Request,200,,TenThreadClusterInstance 1-8,text,true,,5320,215,10,10,378,0,0
1497032427159,507,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,11117,149,10,10,507,0,0
1497032427132,542,HTTP Request,200,,TenThreadClusterInstance 1-7,text,true,,3846,187,10,10,542,0,76
1497032427303,384,HTTP Request,200,,TenThreadClusterInstance 1-3,text,true,,4100,153,10,10,381,0,0
1497032427292,503,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,4180,167,10,10,501,0,76
1497032427546,276,HTTP Request,200,,TenThreadClusterInstance 1-4,text,true,,4482,201,10,10,276,0,0
1497032427593,259,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,4098,241,10,10,259,0,0
1497032427425,496,HTTP Request,200,,TenThreadClusterInstance 1-9,text,true,,5818,197,10,10,496,0,0
1497032427503,430,HTTP Request,200,,TenThreadClusterInstance 1-10,text,true,,3873,193,10,10,430,0,0
1497032427667,273,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,4587,177,10,10,273,0,0
1497032427606,379,HTTP Request,200,,TenThreadClusterInstance 1-8,text,true,,4037,179,10,10,379,0,0
1497032427559,482,HTTP Request,200,,TenThreadClusterInstance 1-6,text,true,,14317,147,10,10,411,0,73
1497032427675,407,HTTP Request,200,,TenThreadClusterInstance 1-7,text,true,,4223,187,10,10,407,0,0
1497032427795,302,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,4000,217,10,10,302,0,0
1497032427687,412,HTTP Request,200,,TenThreadClusterInstance 1-3,text,true,,5006,213,10,10,411,0,74
1497032427941,262,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,3866,193,10,10,262,0,0
1497032427853,395,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,3841,187,10,10,395,0,0
1497032427921,402,HTTP Request,200,,TenThreadClusterInstance 1-9,text,true,,3703,149,10,10,402,0,0
1497032427934,412,HTTP Request,200,,TenThreadClusterInstance 1-10,text,true,,3871,189,10,10,412,0,0
1497032428041,318,HTTP Request,200,,TenThreadClusterInstance 1-6,text,true,,6082,215,10,10,317,0,0
1497032428083,285,HTTP Request,200,,TenThreadClusterInstance 1-7,text,true,,3956,209,10,10,284,0,0
1497032427822,559,HTTP Request,200,,TenThreadClusterInstance 1-4,text,true,,9551,163,10,10,559,0,75
1497032427986,405,HTTP Request,200,,TenThreadClusterInstance 1-8,text,true,,3910,197,10,10,404,0,0
1497032428098,329,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,4563,171,10,10,329,0,0
1497032428099,344,HTTP Request,200,,TenThreadClusterInstance 1-3,text,true,,3999,219,10,10,343,0,0
1497032428204,434,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,3908,201,10,10,432,0,0
1497032428347,313,HTTP Request,200,,TenThreadClusterInstance 1-10,text,true,,4082,199,10,10,313,0,0
1497032428248,426,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,5228,145,10,10,420,0,72
1497032428323,379,HTTP Request,200,,TenThreadClusterInstance 1-9,text,true,,4147,165,10,10,374,0,0
1497032428359,344,HTTP Request,200,,TenThreadClusterInstance 1-6,text,true,,3889,195,10,10,343,0,0
1497032428382,430,HTTP Request,200,,TenThreadClusterInstance 1-4,text,true,,8131,203,10,10,425,0,0
1497032428428,385,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,4270,155,10,10,385,0,0
1497032428443,376,HTTP Request,200,,TenThreadClusterInstance 1-3,text,true,,3746,161,10,10,375,0,0
1497032428368,475,HTTP Request,200,,TenThreadClusterInstance 1-7,text,true,,5290,159,10,10,472,0,0
1497032428391,455,HTTP Request,200,,TenThreadClusterInstance 1-8,text,true,,3818,173,10,10,455,0,0
1497032428638,231,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,3827,175,10,10,231,0,0
1497032428660,225,HTTP Request,200,,TenThreadClusterInstance 1-10,text,true,,4935,187,10,10,209,0,0
1497032428674,335,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,5939,159,10,10,334,0,0
1497032428702,334,HTTP Request,200,,TenThreadClusterInstance 1-9,text,true,,5038,195,10,10,334,0,0
1497032428703,334,HTTP Request,200,,TenThreadClusterInstance 1-6,text,true,,7642,173,10,10,334,0,0
1497032428813,292,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,9740,165,10,10,291,0,0
1497032428813,307,HTTP Request,200,,TenThreadClusterInstance 1-4,text,true,,8893,147,10,10,307,0,0
1497032428820,320,HTTP Request,200,,TenThreadClusterInstance 1-3,text,true,,3871,191,10,10,320,0,0
1497032428846,439,HTTP Request,200,,TenThreadClusterInstance 1-8,text,true,,4083,239,10,10,435,0,76
1497032428885,439,HTTP Request,200,,TenThreadClusterInstance 1-10,text,true,,3742,157,10,10,435,0,74
1497032428869,456,HTTP Request,200,,TenThreadClusterInstance 1-1,text,true,,4861,179,10,10,456,0,74
1497032429009,362,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,4352,209,10,10,358,0,0
1497032429037,380,HTTP Request,200,,TenThreadClusterInstance 1-6,text,true,,3957,211,10,10,380,0,0
1497032429140,291,HTTP Request,200,,TenThreadClusterInstance 1-3,text,true,,3772,171,10,10,290,0,0
1497032429036,410,HTTP Request,200,,TenThreadClusterInstance 1-9,text,true,,3763,163,10,10,406,0,72
1497032429105,390,HTTP Request,200,,TenThreadClusterInstance 1-5,text,true,,3775,173,10,10,390,0,0
1497032429120,417,HTTP Request,200,,TenThreadClusterInstance 1-4,text,true,,3921,203,10,10,417,0,0
1497032429371,204,HTTP Request,200,,TenThreadClusterInstance 1-2,text,true,,3866,185,10,10,199,0,0
1497032429286,289,HTTP Request,200,,TenThreadClusterInstance 1-8,text,true,,3962,167,10,10,289,0,0
