timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1496978997995,168,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3525,158,1,1,168,0,0
1496978998164,136,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,4669,151,1,1,136,0,0
1496978998301,146,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,12931,151,1,1,146,0,0
1496978998448,128,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,7935,149,1,1,127,0,0
1496978998577,128,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,4236,150,1,1,128,0,0
1496978998706,397,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,38078,144,1,1,180,0,0
1496978999103,131,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3674,148,1,1,131,0,0
1496978999234,313,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,24458,166,1,1,238,0,73
1496978999548,129,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3734,168,1,1,129,0,0
1496978999678,135,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3560,170,1,1,135,0,0
1496978999813,123,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3605,170,1,1,123,0,0
1496978999937,159,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,5029,146,1,1,159,0,0
1496979000097,128,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3979,174,1,1,128,0,0
1496979000225,121,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,5567,170,1,1,121,0,0
1496979000347,151,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,12834,146,1,1,150,0,0
1496979000498,142,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3529,161,1,1,142,0,0
1496979000640,132,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3669,181,1,1,131,0,0
1496979000772,211,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,16283,151,1,1,137,0,0
1496979000984,135,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3609,176,1,1,135,0,0
1496979001120,148,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,8280,148,1,1,148,0,0
1496979001269,224,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,5868,167,1,1,224,0,71
1496979001494,144,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,6516,150,1,1,143,0,0
1496979001638,129,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3519,160,1,1,129,0,0
1496979001768,128,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,4128,165,1,1,127,0,0
1496979001896,155,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3469,150,1,1,155,0,0
1496979002052,135,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3584,165,1,1,133,0,0
1496979002188,133,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3940,167,1,1,133,0,0
1496979002322,134,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,8273,146,1,1,134,0,0
1496979002457,126,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3489,156,1,1,126,0,0
1496979002583,149,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,11652,149,1,1,147,0,0
1496979002732,130,HTTP Request,200,,SingleThreadSingleInstance 1-1,text,true,,3530,163,1,1,130,0,0
